sport,team_a_form,team_b_form,team_a_strength,team_b_strength,home_advantage,head_to_head_advantage,team_a_avg_goals,team_b_avg_goals,team_a_avg_conceded,team_b_avg_conceded,winner
basketball,0.552,0.7809,0.6559,0.5864,1,0.3458,126.56,119.59,102.57,114.24,1
football,0.8351,0.8096,0.9124,0.5955,0,0.5507,2.99,1.38,0.54,0.5,0
cricket,0.5669,0.6543,0.5626,0.6133,0,0.6208,161.26,164.37,8.03,6.99,1
cricket,0.4682,0.4753,0.5081,0.5308,0,0.4336,137.07,136.25,7.58,6.95,1
basketball,0.6894,0.6714,0.5756,0.5319,1,0.4677,115.33,115.25,111.47,129.48,1
cricket,0.5197,0.7753,0.6104,0.613,0,0.4821,142.07,167.82,5.4,7.26,0
cricket,0.4501,0.6202,0.4957,0.5783,0,0.3603,132.54,150.26,7.55,6.81,1
football,0.7565,0.7935,0.5923,0.5836,0,0.4999,1.8,1.6,1.05,0.85,1
cricket,0.5164,0.7182,0.5501,0.5976,0,0.5011,143.99,155.1,7.05,6.69,0
cricket,0.7185,0.6173,0.6878,0.4579,1,0.5356,169.17,126.93,5.49,8.07,1
football,0.4644,0.6791,0.4715,0.6002,0,0.4112,1.68,1.82,1.66,1.02,1
football,0.6863,0.6875,0.7504,0.7323,0,0.6623,2.32,2.53,0.71,1.08,0
basketball,0.6573,0.6048,0.5951,0.5263,0,0.5407,127.39,110.63,122.76,120.1,0
cricket,0.7023,0.7308,0.6665,0.6579,0,0.4995,173.67,163.47,6.36,5.81,1
cricket,0.7683,0.6034,0.7134,0.5595,0,0.5744,178.28,148.7,5.54,7.16,1
football,0.7334,0.669,0.5094,0.5163,0,0.4835,1.38,1.44,1.04,1.08,1
football,0.6673,0.7137,0.6625,0.8132,1,0.4939,2.0,2.73,0.86,0.82,1
basketball,0.7007,0.5998,0.5783,0.5696,1,0.6168,116.83,106.93,112.78,101.24,0
basketball,0.6093,0.5717,0.6534,0.5296,1,0.5789,122.71,109.83,97.79,117.91,1
cricket,0.5292,0.5425,0.5276,0.6709,1,0.4986,128.29,176.68,6.43,6.48,1
basketball,0.6514,0.6443,0.5304,0.5839,0,0.7148,111.31,114.49,119.77,107.68,0
basketball,0.69,0.6157,0.5727,0.5962,1,0.3685,116.55,123.15,114.14,116.32,0
cricket,0.788,0.5406,0.6632,0.5152,0,0.5606,179.98,145.96,6.92,8.07,1
basketball,0.744,0.5855,0.6634,0.5484,1,0.6732,123.17,114.22,95.33,118.35,1
football,0.6173,0.7038,0.8503,0.6612,1,0.5401,2.63,2.08,0.47,0.97,1
football,0.8831,0.7869,0.6216,0.7318,0,0.3625,1.64,2.32,0.66,0.82,1
football,0.762,0.8862,0.6416,0.9008,1,0.5787,1.82,2.93,0.77,0.53,1
football,0.8088,0.7875,0.6411,0.6355,1,0.5946,1.98,2.16,0.97,1.22,0
football,0.6916,0.7647,0.7702,0.8813,1,0.4617,2.3,2.95,0.56,0.68,0
football,0.6687,0.8458,0.5652,0.6956,1,0.4348,1.57,2.1,0.93,0.77,0
cricket,0.5653,0.6371,0.6577,0.5986,0,0.6089,164.4,158.14,5.89,6.9,0
football,0.9241,0.731,0.8314,0.5568,0,0.507,2.51,1.74,0.44,1.2,0
football,0.6434,0.6868,0.6246,0.8107,1,0.5154,1.79,2.46,0.83,0.51,0
football,0.99,0.6124,0.815,0.7015,1,0.4256,2.45,1.98,0.47,0.58,0
cricket,0.6501,0.6828,0.6597,0.5126,1,0.5605,156.03,142.03,5.21,7.84,1
cricket,0.6728,0.7052,0.5394,0.5871,0,0.5282,150.22,155.19,7.78,6.96,1
cricket,0.847,0.72,0.6231,0.6357,1,0.4947,156.28,158.8,6.14,6.02,0
football,0.7809,0.5353,0.6402,0.5932,0,0.5859,1.64,1.88,0.55,1.15,0
basketball,0.8003,0.6338,0.5936,0.6012,1,0.3731,124.23,114.94,118.67,102.88,0
football,0.5867,0.776,0.4996,0.6417,1,0.443,1.32,1.84,1.02,0.79,1
football,0.6383,0.6577,0.6201,0.7159,1,0.4149,2.16,1.96,1.33,0.48,1
cricket,0.7799,0.7156,0.7423,0.5075,1,0.4499,192.75,143.84,5.9,8.1,0
football,0.7088,0.7531,0.4856,0.776,0,0.4672,1.02,2.23,0.74,0.43,1
cricket,0.6883,0.5661,0.6107,0.5665,1,0.571,150.92,142.87,6.05,6.55,1
football,0.6895,0.6551,0.6878,0.4715,1,0.3842,2.11,1.36,0.84,1.25,0
cricket,0.7627,0.4944,0.6559,0.5646,0,0.5987,163.64,150.09,5.87,7.14,1
basketball,0.5775,0.8306,0.5726,0.5789,0,0.4348,111.46,125.44,106.83,130.0,1
football,0.8924,0.7869,0.8354,0.6104,1,0.6572,2.54,1.87,0.45,1.02,0
cricket,0.8685,0.6989,0.5248,0.6581,1,0.4852,135.82,168.36,7.07,6.18,0
basketball,0.7045,0.6586,0.5491,0.6105,0,0.5082,108.43,120.51,109.8,108.04,1
basketball,0.5987,0.6889,0.5433,0.591,0,0.585,107.95,107.25,110.91,95.0,1
football,0.7744,0.745,0.5566,0.579,0,0.3679,1.28,1.51,0.62,0.77,0
cricket,0.6302,0.5874,0.5556,0.5069,0,0.5035,174.1,131.92,9.17,7.22,0
cricket,0.6995,0.5097,0.6197,0.6411,1,0.5121,161.16,168.25,6.6,6.59,1
basketball,0.5522,0.5454,0.6587,0.5631,0,0.5625,121.91,121.79,95.0,124.67,0
football,0.8632,0.6827,0.64,0.6534,1,0.5024,1.8,1.86,0.75,0.74,0
cricket,0.6052,0.691,0.5557,0.7079,1,0.5093,155.47,197.27,7.77,7.1,0
football,0.6308,0.7519,0.5056,0.6951,1,0.4695,1.35,2.02,1.03,0.68,1
basketball,0.8193,0.666,0.5848,0.5654,1,0.5752,123.69,118.29,120.66,118.92,1
football,0.6836,0.5901,0.5674,0.5742,0,0.379,1.43,1.81,0.74,1.17,0
basketball,0.5903,0.6369,0.5095,0.6103,0,0.541,100.99,111.84,111.45,95.6,0
cricket,0.8257,0.6604,0.5939,0.6468,0,0.5213,160.18,170.58,7.17,6.62,0
cricket,0.4912,0.6555,0.5169,0.5774,0,0.3938,135.71,155.33,7.26,7.22,0
cricket,0.7919,0.5406,0.7435,0.6125,0,0.4585,186.86,155.24,5.43,6.33,1
cricket,0.7301,0.6704,0.66,0.5764,0,0.4528,163.7,151.14,5.78,6.93,1
basketball,0.635,0.6162,0.6642,0.6135,0,0.5095,130.66,126.22,104.93,115.34,1
cricket,0.7086,0.6566,0.6287,0.5942,0,0.5747,179.92,145.09,7.78,6.03,1
football,0.8318,0.7837,0.8456,0.7528,0,0.5098,2.83,2.35,0.75,0.73,1
basketball,0.6168,0.6251,0.5793,0.6853,0,0.3316,115.92,132.12,111.16,98.33,0
basketball,0.6619,0.6635,0.6788,0.5768,0,0.5022,129.36,118.6,99.46,115.82,1
football,0.6822,0.8219,0.5637,0.707,1,0.4821,1.63,2.09,1.01,0.69,0
cricket,0.6949,0.6299,0.4957,0.5026,1,0.4505,122.67,143.52,6.81,8.2,1
football,0.7714,0.8529,0.7183,0.548,0,0.4412,2.22,1.46,0.78,0.9,1
cricket,0.6462,0.6725,0.6617,0.4785,0,0.542,169.11,127.75,6.14,7.62,1
basketball,0.5701,0.8106,0.6122,0.4898,1,0.3822,120.99,101.19,108.2,117.88,0
cricket,0.731,0.7231,0.6395,0.6109,1,0.585,181.6,156.6,7.63,6.47,1
football,0.7569,0.5717,0.7005,0.7208,1,0.5885,2.22,2.17,0.9,0.7,1
football,0.7753,0.6315,0.7993,0.5978,1,0.4755,2.45,1.57,0.57,0.73,1
basketball,0.5263,0.5588,0.5583,0.6273,1,0.5162,112.47,118.53,112.73,99.92,0
cricket,0.4886,0.6042,0.5076,0.5977,1,0.5533,151.03,143.45,8.64,5.82,1
football,0.6444,0.785,0.5427,0.5326,1,0.3404,1.61,1.76,1.11,1.37,1
football,0.762,0.7717,0.6242,0.5916,0,0.6091,1.84,1.59,0.89,0.79,0
basketball,0.5201,0.7107,0.5316,0.5328,0,0.5837,114.08,104.43,123.41,109.13,1
cricket,0.7929,0.784,0.7278,0.7188,0,0.4677,193.93,192.83,6.35,6.49,1
cricket,0.6222,0.5248,0.5979,0.4373,0,0.6725,172.19,121.38,7.97,8.17,1
football,0.5598,0.6886,0.4916,0.573,0,0.5632,0.9,1.52,0.55,0.82,0
basketball,0.4415,0.6579,0.5999,0.5526,0,0.62,129.98,105.64,130.0,104.69,1
football,0.7306,0.5547,0.6746,0.5537,0,0.5817,1.84,1.38,0.59,0.76,1
cricket,0.6172,0.7589,0.6047,0.6094,0,0.4611,152.93,168.61,6.35,7.41,0
football,0.8265,0.6648,0.5902,0.7713,0,0.5337,1.3,2.16,0.44,0.38,1
cricket,0.6687,0.6254,0.6143,0.539,0,0.5246,150.87,148.21,5.96,7.64,1
football,0.8289,0.6833,0.7086,0.5274,0,0.5496,1.85,1.35,0.39,0.9,1
cricket,0.5853,0.717,0.6061,0.6284,0,0.4242,164.52,157.88,7.19,6.13,1
cricket,0.6564,0.7541,0.5228,0.7003,0,0.4768,139.74,172.92,7.41,5.46,1
football,0.7407,0.7499,0.5784,0.6396,1,0.6412,1.38,2.18,0.61,1.22,1
cricket,0.758,0.8171,0.636,0.7912,1,0.6001,163.15,215.82,6.34,5.22,0
football,0.8185,0.6146,0.757,0.917,1,0.4378,2.34,3.23,0.7,0.52,1
basketball,0.4905,0.7591,0.621,0.6148,1,0.5015,134.91,124.61,118.44,112.6,0
basketball,0.5757,0.744,0.5606,0.5745,0,0.4796,113.6,109.31,113.65,103.13,1
cricket,0.7023,0.6615,0.5511,0.5197,1,0.5651,141.92,141.27,6.87,7.6,1
cricket,0.5528,0.6004,0.6098,0.581,0,0.3904,141.35,147.32,5.36,6.52,0
cricket,0.6428,0.6642,0.5743,0.639,1,0.4748,147.55,172.15,6.71,6.94,0
basketball,0.6459,0.5017,0.586,0.5483,0,0.5218,111.0,105.78,101.97,106.21,1
basketball,0.6665,0.5878,0.585,0.5666,0,0.5232,121.49,115.62,117.41,114.7,1
cricket,0.7404,0.8072,0.5563,0.569,0,0.4766,160.82,148.89,8.15,6.94,0
cricket,0.5416,0.8396,0.6608,0.6182,1,0.5253,169.63,153.29,6.2,6.04,1
basketball,0.5785,0.82,0.6576,0.6122,1,0.543,121.67,124.01,95.0,112.55,0
football,0.6562,0.6965,0.683,0.7188,0,0.4647,1.97,2.16,0.69,0.71,0
basketball,0.6649,0.6937,0.5381,0.5833,1,0.4895,114.39,111.73,121.84,103.89,1
cricket,0.7123,0.5624,0.6342,0.5276,0,0.6233,171.84,132.3,7.03,6.73,1
cricket,0.7625,0.5442,0.6126,0.5321,0,0.561,159.97,138.26,6.68,7.07,0
basketball,0.6903,0.8806,0.561,0.6731,1,0.4255,108.06,130.51,105.53,102.15,0
football,0.7556,0.7374,0.7393,0.7801,1,0.4408,2.43,2.32,0.92,0.52,1
cricket,0.6709,0.6609,0.5183,0.6028,0,0.3596,147.36,157.91,8.09,6.77,0
cricket,0.6351,0.5607,0.5182,0.5339,1,0.5849,134.45,138.52,7.13,7.04,0
football,0.6391,0.7417,0.3982,0.5524,0,0.4101,0.93,1.43,1.17,0.84,1
cricket,0.5047,0.7512,0.6879,0.61,0,0.4975,181.8,167.34,6.44,7.3,0
basketball,0.5673,0.6087,0.5783,0.6479,0,0.3743,113.8,122.24,108.41,98.84,1
cricket,0.6124,0.6254,0.5933,0.4801,0,0.4112,157.04,120.82,6.95,7.06,1
basketball,0.6448,0.4896,0.5342,0.5982,0,0.5627,111.91,119.21,119.47,110.02,1
cricket,0.5812,0.5178,0.6493,0.6329,0,0.4655,168.17,171.56,6.38,7.04,0
cricket,0.6843,0.3388,0.5369,0.5226,0,0.4529,137.41,145.44,6.88,7.84,1
basketball,0.5811,0.6378,0.539,0.5866,0,0.567,103.45,115.6,105.78,108.44,1
football,0.6479,0.9732,0.5075,0.7016,1,0.4499,1.53,2.13,1.23,0.78,1
football,0.6316,0.7628,0.4279,0.6287,1,0.6311,1.33,1.79,1.49,0.81,0
cricket,0.763,0.763,0.6704,0.5592,1,0.592,172.13,150.68,6.15,7.32,1
football,0.7034,0.6709,0.5973,0.5384,0,0.6601,1.78,1.81,0.99,1.39,0
football,0.6286,0.7178,0.5396,0.5816,1,0.4567,1.82,1.69,1.4,0.97,1
cricket,0.5668,0.7404,0.611,0.6057,1,0.4253,153.17,157.6,6.21,6.68,1
basketball,0.6654,0.8031,0.532,0.6437,0,0.2914,111.81,133.86,120.02,111.34,0
cricket,0.6924,0.5426,0.5876,0.5176,1,0.7313,150.52,150.89,6.6,8.38,1
football,0.7534,0.7179,0.7679,0.7593,1,0.477,2.68,2.45,1.06,0.81,1
cricket,0.5454,0.7034,0.6494,0.5881,0,0.4867,168.21,160.43,6.38,7.33,1
basketball,0.6811,0.8236,0.5853,0.5296,1,0.4412,114.32,104.54,106.99,110.28,0
cricket,0.7288,0.5419,0.7035,0.64,0,0.4757,182.62,167.48,6.11,6.56,1
football,0.7726,0.6471,0.5984,0.626,0,0.5938,1.62,1.82,0.79,0.86,1
cricket,0.6139,0.7437,0.6119,0.5752,1,0.4754,171.38,153.95,7.56,7.17,0
cricket,0.614,0.6987,0.6603,0.5789,0,0.5406,180.4,141.25,7.02,6.12,1
football,0.723,0.6569,0.5937,0.5554,0,0.3327,1.73,1.68,0.95,1.13,1
cricket,0.4961,0.5201,0.5693,0.5771,0,0.461,154.81,155.77,7.38,7.26,0
basketball,0.7467,0.5215,0.6515,0.5499,0,0.4855,124.04,106.73,100.32,107.1,1
football,0.6644,0.7045,0.6013,0.5831,1,0.5024,1.72,1.89,0.9,1.22,0
football,0.7757,0.6878,0.6798,0.5704,1,0.5688,2.01,1.46,0.76,0.75,1
basketball,0.7258,0.8468,0.6083,0.628,1,0.5314,123.27,115.27,112.71,95.0,1
cricket,0.5348,0.4914,0.5996,0.5606,1,0.3425,151.64,136.23,6.38,6.2,0
basketball,0.689,0.6165,0.5487,0.5713,1,0.4265,117.4,116.13,122.87,113.97,1
basketball,0.5733,0.7475,0.6146,0.6735,0,0.4012,121.68,135.0,108.44,102.04,0
football,0.9232,0.7069,0.5279,0.5328,0,0.5312,1.22,1.35,0.73,0.86,0
cricket,0.5534,0.7288,0.535,0.617,0,0.4876,150.66,160.68,7.93,6.63,0
football,0.6584,0.6631,0.5343,0.7958,1,0.4555,1.35,2.65,0.85,0.84,0
basketball,0.8289,0.5633,0.6442,0.4807,1,0.5637,135.0,103.45,111.17,123.99,1
cricket,0.4623,0.6039,0.5327,0.6912,0,0.5253,141.96,183.87,7.33,6.51,0
cricket,0.5029,0.5157,0.5742,0.6536,1,0.5165,159.53,175.31,7.61,6.81,0
cricket,0.6744,0.6042,0.5695,0.5294,1,0.5979,140.93,144.3,6.33,7.59,1
basketball,0.7475,0.7126,0.6172,0.6698,1,0.4774,119.45,134.45,104.41,103.19,1
cricket,0.6564,0.4787,0.5912,0.5271,0,0.4705,160.32,152.52,7.24,8.26,1
basketball,0.6044,0.605,0.598,0.5754,0,0.4737,109.62,120.25,96.24,118.62,1
cricket,0.5187,0.6153,0.514,0.566,1,0.385,148.7,155.96,8.3,7.55,1
basketball,0.6527,0.6583,0.6157,0.6574,0,0.6743,112.61,126.89,95.0,102.6,1
football,0.8038,0.6108,0.5616,0.6242,0,0.4332,1.41,1.94,0.75,1.02,0
basketball,0.7098,0.692,0.5527,0.6123,0,0.5661,110.22,118.77,111.24,104.97,1
football,0.6876,0.715,0.6252,0.4645,1,0.5074,1.85,1.19,0.9,1.09,1
football,0.9113,0.6682,0.7862,0.591,0,0.5445,2.54,1.5,0.76,0.68,1
football,0.99,0.7618,0.6654,0.6805,0,0.524,1.74,2.27,0.52,1.08,1
football,0.7207,0.8824,0.5813,0.8765,1,0.4279,1.48,3.2,0.72,0.77,1
basketball,0.66,0.7307,0.5609,0.5134,0,0.504,118.8,104.99,121.07,115.98,0
cricket,0.5763,0.6585,0.5455,0.5314,1,0.4738,149.73,141.63,7.59,7.34,1
basketball,0.7189,0.5646,0.5565,0.5536,0,0.5932,111.01,112.91,111.2,114.86,1
football,0.6044,0.7547,0.4532,0.711,1,0.4232,1.4,2.1,1.42,0.68,1
cricket,0.8212,0.6081,0.6504,0.5359,1,0.5839,174.27,158.51,6.81,8.49,0
cricket,0.6012,0.5619,0.4751,0.5312,1,0.5225,134.99,123.06,8.25,5.95,1
basketball,0.5708,0.4294,0.5452,0.6506,0,0.63,112.19,126.6,116.43,104.3,1
football,0.6603,0.6181,0.7145,0.762,1,0.5734,2.44,2.23,1.09,0.53,0
football,0.6476,0.99,0.3902,0.7938,1,0.4172,1.17,2.46,1.53,0.61,1
basketball,0.5869,0.7129,0.5936,0.6586,1,0.4153,119.65,130.9,112.06,106.67,0
football,0.8575,0.8997,0.7551,0.8553,1,0.5228,2.21,2.66,0.54,0.48,0
basketball,0.6282,0.6263,0.5866,0.5967,0,0.5185,108.67,116.59,98.41,106.71,0
basketball,0.6284,0.6044,0.5723,0.6045,0,0.5169,104.87,111.82,97.4,97.39,0
basketball,0.5972,0.5792,0.5499,0.6537,1,0.4553,110.26,131.98,112.19,108.22,1
basketball,0.6896,0.6168,0.5709,0.5964,0,0.397,115.52,126.67,113.21,121.32,0
cricket,0.6388,0.497,0.7243,0.5296,0,0.5808,197.08,140.32,6.67,7.29,0
cricket,0.8513,0.777,0.7039,0.553,1,0.7011,177.89,142.3,5.74,6.85,1
football,0.7564,0.8377,0.5791,0.8842,1,0.5187,1.31,2.97,0.51,0.68,1
football,0.8018,0.8704,0.6607,0.6374,1,0.5258,1.81,1.81,0.63,0.78,1
cricket,0.7019,0.8009,0.6434,0.6918,1,0.5389,173.11,182.7,6.9,6.41,0
basketball,0.5914,0.5194,0.5858,0.5861,0,0.4372,107.74,125.53,97.32,122.9,0
football,0.8042,0.9001,0.7136,0.8356,0,0.4561,2.03,2.56,0.57,0.47,0
cricket,0.738,0.7565,0.6673,0.6407,1,0.492,178.65,156.52,6.72,5.72,1
cricket,0.8193,0.5902,0.5222,0.5965,1,0.4041,152.05,175.86,8.35,8.28,0
basketball,0.6432,0.6621,0.5774,0.5632,0,0.5254,111.65,111.03,105.59,109.14,0
football,0.7911,0.6448,0.6304,0.6155,1,0.4859,1.62,1.99,0.59,1.14,0
basketball,0.8027,0.7207,0.5819,0.5955,1,0.3552,121.53,115.38,118.46,105.32,1
basketball,0.7009,0.8909,0.6266,0.6144,0,0.5757,116.76,117.52,97.59,102.51,1
football,0.9101,0.7381,0.8493,0.683,0,0.6346,2.72,2.05,0.59,0.79,0
football,0.8037,0.7627,0.7804,0.5073,1,0.5122,2.35,1.07,0.56,0.66,0
cricket,0.7242,0.5495,0.6594,0.5633,0,0.5672,172.76,146.54,6.47,6.91,1
cricket,0.5125,0.6733,0.6426,0.5487,0,0.3854,181.94,138.66,7.58,6.68,0
football,0.8542,0.8527,0.6073,0.6006,0,0.5503,1.53,1.5,0.62,0.62,0
cricket,0.6897,0.4926,0.6851,0.4964,0,0.6189,177.47,148.31,6.18,8.71,0
cricket,0.6898,0.8363,0.5533,0.6748,0,0.3756,128.36,176.17,5.8,6.34,1
cricket,0.9147,0.4654,0.6077,0.5259,0,0.6605,166.29,150.83,7.28,8.16,0
cricket,0.571,0.8961,0.635,0.5944,0,0.3827,165.17,154.46,6.51,6.73,0
basketball,0.5869,0.5022,0.5485,0.5631,0,0.5774,113.43,110.33,117.2,108.17,0
cricket,0.8507,0.5733,0.628,0.5252,1,0.54,163.53,151.14,6.56,8.2,1
football,0.5645,0.7462,0.5876,0.7393,1,0.3996,1.51,2.27,0.71,0.71,0
basketball,0.6379,0.5472,0.6202,0.5627,0,0.4553,114.14,106.21,95.83,102.36,0
cricket,0.5291,0.5918,0.527,0.5163,0,0.6254,152.17,139.88,8.24,7.58,1
football,0.8657,0.6744,0.8133,0.5409,0,0.4914,2.43,1.67,0.45,1.2,1
cricket,0.8944,0.4795,0.5758,0.5938,0,0.565,140.95,149.76,6.18,6.39,1
cricket,0.6167,0.4992,0.63,0.4934,1,0.6857,163.83,130.31,6.54,7.44,1
basketball,0.6307,0.7778,0.4984,0.5813,0,0.5428,99.53,122.73,112.8,120.34,1
basketball,0.5431,0.7493,0.6247,0.6186,1,0.4755,127.02,118.08,112.98,102.01,0
cricket,0.5192,0.6698,0.6513,0.6438,0,0.4579,170.22,183.5,6.48,7.67,1
cricket,0.5812,0.8151,0.526,0.6246,0,0.4201,149.4,162.72,8.05,6.59,0
football,0.9684,0.6794,0.9434,0.5948,1,0.5552,3.01,1.59,0.35,0.77,0
football,0.7751,0.7919,0.8069,0.8895,1,0.4204,2.62,2.85,0.73,0.5,1
basketball,0.6382,0.7447,0.514,0.6698,1,0.5666,103.14,128.29,113.12,100.73,0
football,0.685,0.6436,0.793,0.5717,0,0.5127,2.39,1.17,0.53,0.39,1
football,0.9602,0.693,0.6666,0.6414,1,0.6317,1.74,1.81,0.51,0.75,1
football,0.7385,0.5192,0.6277,0.5165,0,0.448,1.58,1.14,0.55,0.69,0
basketball,0.6779,0.5151,0.6412,0.5478,1,0.6003,131.94,109.8,112.13,112.19,1
football,0.5258,0.7516,0.6135,0.8376,0,0.541,1.79,3.13,0.9,1.02,1
basketball,0.6239,0.5702,0.6213,0.5826,0,0.4484,120.92,115.87,105.23,110.06,1
basketball,0.5138,0.7032,0.5155,0.5271,1,0.4677,111.7,108.32,128.9,116.52,0
cricket,0.6542,0.4215,0.7052,0.6123,0,0.5962,185.11,152.43,6.25,6.13,1
football,0.8303,0.8413,0.6394,0.8423,1,0.3297,2.05,2.76,1.06,0.68,0
football,0.6081,0.8735,0.5222,0.8993,0,0.432,1.59,3.54,1.23,0.63,0
football,0.6593,0.8545,0.5286,0.7108,1,0.4222,1.69,2.06,1.31,0.63,0
basketball,0.5043,0.6251,0.5106,0.6542,0,0.4375,109.77,120.94,123.76,95.0,0
cricket,0.7196,0.5977,0.59,0.7448,1,0.4556,162.94,195.54,7.47,6.05,0
cricket,0.5464,0.7872,0.6155,0.6204,0,0.4595,169.41,177.2,7.32,7.78,0
football,0.477,0.789,0.539,0.512,1,0.4841,1.55,1.39,1.07,1.03,1
cricket,0.5446,0.6077,0.6528,0.6449,0,0.4993,175.85,171.6,6.87,6.75,1
football,0.6341,0.653,0.5345,0.5109,1,0.467,1.48,1.38,1.0,1.03,1
football,0.7388,0.7059,0.4572,0.7898,0,0.4804,0.98,2.45,0.87,0.62,1
football,0.75,0.8071,0.3665,0.7502,0,0.4223,1.08,2.49,1.56,0.92,0
basketball,0.5164,0.5749,0.5698,0.6,1,0.5885,104.48,131.9,97.63,126.44,1
football,0.6937,0.5989,0.6148,0.5714,0,0.5485,1.64,1.58,0.71,0.91,1
cricket,0.662,0.5374,0.5664,0.6429,0,0.5104,157.16,170.99,7.63,6.75,0
cricket,0.6516,0.6408,0.5903,0.6401,0,0.5237,174.06,177.35,8.3,7.3,1
basketball,0.5355,0.7211,0.5851,0.6416,0,0.4316,120.9,124.28,116.54,103.75,0
cricket,0.5281,0.9136,0.5836,0.5795,0,0.4892,142.4,151.35,6.09,6.86,0
cricket,0.6344,0.49,0.5013,0.5876,1,0.5537,143.8,175.15,8.25,8.45,0
football,0.7011,0.7382,0.4346,0.7243,0,0.5349,1.15,2.27,1.22,0.81,0
basketball,0.6153,0.6656,0.532,0.5103,0,0.4806,112.06,98.31,120.36,107.34,0
basketball,0.7127,0.6164,0.6003,0.5094,1,0.4975,115.7,101.92,104.29,112.82,1
football,0.8467,0.6231,0.747,0.8182,0,0.6624,2.28,2.54,0.69,0.56,1
basketball,0.4185,0.7194,0.576,0.6061,1,0.324,104.01,115.08,95.0,101.57,0
cricket,0.51,0.9258,0.4958,0.5392,0,0.4149,137.97,139.18,7.95,6.96,0
cricket,0.4231,0.7515,0.5692,0.6412,0,0.4264,146.86,173.4,6.79,6.98,0
basketball,0.7049,0.7835,0.5499,0.6555,0,0.4917,114.66,135.0,118.53,107.66,1
football,0.5673,0.6946,0.5724,0.5851,0,0.5847,1.44,1.36,0.72,0.55,1
basketball,0.4872,0.7279,0.5603,0.5152,1,0.4819,109.92,103.27,108.43,112.93,0
cricket,0.5325,0.52,0.6317,0.5898,1,0.5254,158.77,143.13,6.11,5.99,0
basketball,0.6402,0.579,0.5649,0.5379,1,0.5116,122.39,105.27,125.1,108.73,1
football,0.7203,0.6932,0.6722,0.6091,1,0.3512,1.81,1.42,0.57,0.47,0
cricket,0.7366,0.5729,0.6345,0.5813,1,0.4001,159.11,141.3,6.07,6.06,0
football,0.748,0.798,0.6514,0.8808,1,0.5261,2.08,2.76,1.02,0.45,1
cricket,0.7075,0.5483,0.653,0.6275,0,0.5994,171.84,179.31,6.56,7.76,1
basketball,0.6635,0.7331,0.5745,0.6199,1,0.5507,113.51,113.51,109.18,95.0,0
cricket,0.5938,0.5131,0.6921,0.6407,1,0.4391,172.71,172.11,5.65,6.89,0
cricket,0.7118,0.4864,0.5244,0.5132,0,0.4697,140.04,135.26,7.39,7.32,1
football,0.5831,0.8886,0.5616,0.6828,1,0.591,1.61,1.95,1.0,0.67,1
cricket,0.4657,0.6481,0.6112,0.6101,1,0.4636,163.5,146.05,6.98,5.7,1
cricket,0.5509,0.4484,0.5635,0.4328,0,0.5216,146.11,123.27,6.87,8.42,0
basketball,0.5895,0.6195,0.4584,0.5229,1,0.443,95.0,113.29,118.78,126.01,1
football,0.6805,0.5118,0.7826,0.6298,1,0.5718,2.65,1.9,0.92,0.94,1
basketball,0.4677,0.6777,0.5591,0.618,0,0.4041,111.56,122.66,111.2,108.78,0
football,0.6339,0.9173,0.5553,0.7958,0,0.4535,1.76,2.45,1.23,0.58,0
football,0.8878,0.7666,0.5035,0.5933,0,0.7289,1.12,1.57,0.75,0.75,0
football,0.8983,0.8527,0.687,0.7814,0,0.5097,2.03,2.26,0.74,0.44,0
basketball,0.6242,0.7297,0.599,0.4977,1,0.2888,112.3,107.84,99.77,128.37,1
football,0.7862,0.6903,0.439,0.6092,1,0.5461,0.53,1.68,0.42,0.79,1
football,0.5465,0.8253,0.6357,0.5173,1,0.635,1.97,1.23,0.99,0.81,1
basketball,0.5788,0.6759,0.5458,0.6162,1,0.4198,100.43,135.0,99.28,119.92,0
cricket,0.7021,0.5041,0.5791,0.6298,0,0.4927,155.07,171.3,7.15,7.1,1
football,0.7437,0.9015,0.4862,0.5736,1,0.467,1.37,1.49,1.18,0.78,0
football,0.9331,0.99,0.7104,0.8025,0,0.4834,1.99,2.6,0.54,0.74,1
cricket,0.5732,0.7364,0.5948,0.5564,0,0.5978,152.64,137.59,6.58,6.41,1
football,0.7208,0.8232,0.805,0.8542,1,0.4428,2.8,2.77,0.97,0.62,0
cricket,0.6902,0.5724,0.5517,0.5499,1,0.5068,139.44,144.8,6.66,7.11,1
football,0.6643,0.7198,0.507,0.7141,1,0.6174,1.39,2.36,1.07,0.98,1
football,0.6872,0.99,0.5791,0.7739,0,0.4786,1.72,2.46,1.03,0.74,0
basketball,0.5729,0.6097,0.5755,0.6318,1,0.5647,117.24,119.47,114.25,99.87,0
cricket,0.7451,0.5209,0.602,0.4917,1,0.4796,182.25,131.3,8.62,7.56,1
basketball,0.5827,0.7433,0.6524,0.6158,1,0.5835,125.09,123.78,101.54,111.08,1
cricket,0.6473,0.6524,0.5602,0.6294,1,0.5218,157.54,159.17,7.81,6.2,1
football,0.8271,0.8769,0.6343,0.6437,0,0.5367,1.73,1.94,0.7,0.9,1
cricket,0.4824,0.7576,0.5151,0.613,0,0.5271,145.49,148.46,8.03,5.81,0
basketball,0.7363,0.6987,0.4981,0.6797,0,0.4462,103.25,128.34,118.26,97.69,0
football,0.8935,0.8501,0.6863,0.8166,0,0.6449,2.16,2.59,0.91,0.63,0
